TICKER,RSI,STOCH,SHARPE,TREYNOR,P/VL
ATSP,68.12,19.18,0.95,65.15,1.63
ATTO,50.59,88.75,0.59,42.71,3.08
ATUS,48.53,40.98,1.1,49.18,1.54
ATVC,77.08,71.1,1.58,54.61,0.71
ATVI,68.04,48.59,1.66,35.1,3.26
ATWO,92.04,20.4,0.59,36.02,2.92
ATXI,80.57,97.52,0.06,93.24,3.66
AU,66.36,38.68,0.59,39.36,3.87
AUB,22.21,23.82,0.55,49.24,3.95
AUBN,47.44,77.84,0.56,22.29,1.83
AUD,36.44,63.88,0.97,93.07,3.57
AUDC,23.13,98.97,1.31,55.41,0.02
AUMN,64.97,96.4,0.15,20.08,3.27
AUNA,13,11.98,0.91,71.13,1.2
AUOTY,51.56,73.51,1.73,14.04,0.78
AUPH,44.76,33.21,0.85,99.92,3.59
AURC,93.02,36.65,0.74,37.2,2.42
AURV,77.91,37.18,1.47,11.87,3.93
AUS,27.99,82.67,1.1,67.92,2.44
AUTL,34.56,53.64,0.04,40.07,1.63
AUTO,63.02,64.75,1.49,23,0.88
AUUD,65.7,35.05,1.72,38.72,1.39
AUVI,89.84,17.79,0.6,37.06,1.95
AUY,51.04,92.77,1.09,40.31,0.99
AVA,31,75.96,1.93,34.62,0.97
AVAC,35.84,26.25,0.86,15.13,0.78
AVAH,22.75,90.54,1.93,80.55,2.86
AVAL,42.8,12.17,0.44,78.4,3.35
AVAN,46.98,53.42,1.34,57.83,1.24
AVAV,90.6,79.55,0.4,67.24,2.24
AVB,11.51,15.6,1.42,76.58,2.52
AVCO,49.25,61.92,1.8,42.03,3.62
AVCT,40.99,24.1,0.43,74.86,0.03
AVD,12.13,24.88,1.62,83.76,0.06
AVDL,15.71,88.68,1.22,86.38,2.6
AVEA,21.14,63.98,0,22.79,0.31
AVEO,99.81,43.51,0.99,10.01,1.94
AVGO,58.77,82.08,1.18,56.68,1.19
AVGR,65.04,57.53,1.54,30.36,2.56
AVID,26.84,49.73,1.83,60.09,0.36
AVIR,24.11,12.92,0.99,11.21,3.92
AVLNF,47.8,10.46,0.89,62.53,0.89
AVLR,25.8,94.43,1.01,20.72,0.06
AVNS,80.45,55.3,1.02,57.91,3.43
AVNT,99.82,70.24,0.02,44.16,1.08
AVNW,11.43,94.72,1.47,66.54,0.92
AVO,89.98,52.56,0.38,45.31,2.23
AVRO,55.56,16.35,0.13,69.93,3.02
AVT,75.8,50.26,1.67,58.45,0.23
AVTR,18.51,73.51,1.06,68.2,0.09
AVXL,18.49,72.94,0.83,63.64,2.09
AVY,62.05,51.45,0.41,58.63,1.26
AVYA,34.12,38.28,1.27,31.1,1.89
AWH,42.04,44.95,0.23,74.41,3.59
AWI,59.51,82.52,0.91,94.14,2.34
AWK,13.83,13.39,1.44,43.03,2.44
AWR,68.44,79.28,0.01,47.63,3.12
AWRE,40.78,28.72,1.1,61.72,3.19
AWX,84.99,53.29,0.76,59.6,2.68
AX,52.46,11.48,0.94,27.66,2.61
AXAS,16.41,59.75,1.32,14.21,3.91
AXDX,56.72,90.39,0.93,10.68,1.55
AXGN,51.17,50.95,0.5,64.62,1.84
AXH,34.36,76.96,1.33,27.81,0.58
AXIM,39.6,76.15,1.61,83.27,3.69
AXL,35.33,36.53,1.4,59.95,0.72
AXLA,63.09,39,1.53,74.79,1.7
AXNX,72.69,93.99,0.75,52.41,2.3
AXON,59.58,11.19,0.3,11.3,3.71
AXP,84.76,67.87,1.42,14.56,3.33
AXR,78,68.94,1.16,35.5,3.19
AXS,10.83,68.91,1.91,55.67,3.76
AXSM,37.76,50.76,0.94,76.57,2.94
AXTA,33.11,70.95,0.75,64.84,1.48
AXTI,12.2,81.6,1.79,92.49,0.34
AXU,51.42,61.81,1.35,90.44,1.25
AY,61.86,96.35,0.19,12.19,2.56
AYI,63.98,85.67,1.78,48.32,1.12
AYLA,43.08,20.7,0.24,36.58,0.26
AYRO,18.53,23.64,1.3,58.99,2.18
AYTU,49.22,50.26,1.83,39.93,2.65
AYX,71.05,18.11,0.54,73.68,3.19
AZEK,71.91,78.73,0.48,22.74,3.08
AZN,79.29,11.67,0.52,46.98,0.54
AZO,36.46,47.56,0.23,30.45,1.33
AZPN,67.92,14.49,1.16,59.87,0.92
AZRE,46.17,16.82,0.72,10.63,3.62
AZRX,83.23,75.11,1.71,95.85,3.87
AZUL,11.74,13.93,0.32,50.08,1.02
AZYO,17.11,96.2,1.17,69.33,2.64
AZZ,94.65,32.53,0.01,57.85,0.02
B,95.25,81.47,1.67,16.35,0.53
BA,19.26,33.69,1.28,43.33,2.07
BABA,55.05,20.44,0.45,83.41,1.48
BABB,52.96,67.85,1.39,71.12,0.48
BAC,63.99,83.93,0.78,10.11,3.19
BAH,99.65,92,0.4,84.91,3.57
BAK,58.11,14.1,0.25,79.57,1.17
BALY,94.3,39.96,1.1,28.57,3.42
BAM,85.03,95.23,0.12,14.65,3.75
BANC,42.95,89.17,1.92,65.17,1.91
BAND,49.58,40.96,1.9,30.48,2.3
BANF,28.15,51.4,0.51,71.28,1.38
BANR,27.6,90.54,1.41,24.88,0.59
BANT,65.94,82.7,1.93,79.71,0.52
BANX,66.76,27.95,0.33,11.17,1.5
BAOS,23.68,16.08,0.63,14.32,2.22
BAP,77.44,70.23,1.68,65.24,2.91
BATL,89.44,58.52,1.11,72.39,1.09
BAX,75.68,39,1.94,98.83,3.37
BB,56.43,77.47,0.98,78.78,2.99
BBAR,49.56,73.27,1.34,14.99,3.26
BBBY,31.26,60.99,0.14,63.02,2.87
BBCP,83.27,81.24,0,67.34,2.85
BBD,11.17,78.36,1.23,93.14,1.33
BBDC,10.73,38.14,0.23,32.58,0.08
BBGI,57.74,88.32,0.25,90.3,3.14
BBI,75.44,55.63,0.61,25.05,3.18
BBIG,62.5,95.58,0.47,63.38,0.13
BBIO,14.57,17.54,1.3,39.32,3.55
BBL,14.32,75.54,0.96,60.3,3.91
BBQ,67.4,12.86,0.9,88.98,1.9
BBSI,59.43,44.17,1.17,72.83,3.86
BBU,51.6,52.54,1.15,37.38,0.21
BBVA,44.81,16.86,0.76,85.14,0.26
BBW,15.54,88.51,1.99,11.16,2.14
BBY,31.2,86.91,1.6,79.04,1.02
BC,75.79,22.35,1.08,60.51,3.8
BCAB,84.79,81.93,1.74,40.71,1.02
BCAC,51.49,99.24,1.3,27.37,3.79
BCBP,32.09,26.55,1.72,43.61,1.2
BCC,58.48,98,1.39,17.75,3.44
BCDA,93.6,74.01,1.93,24.48,1.21
BCE,80.66,86.67,0.3,26.55,3.27
BCEI,21.9,60.51,1.38,80.2,3.69
BCEL,47.3,30.29,0.62,41.09,2.68
BCH,44.98,67.93,1.51,10.6,2.08
BCIC,99.16,75.61,1.92,41.01,3.52
BCLI,34.04,18.21,0.98,70.55,3.29
BCML,82.26,13.97,1.41,94.55,3.9
BCO,92.79,81.04,1.4,23.86,3.63
BCOMF,13.8,34.25,1.59,87.66,1.57
BCOR,91.16,16.19,0.72,66.62,0.19
BCOV,60.41,65.89,0.62,84.08,2.74
BCOW,58.92,36.01,1.35,53.85,3.29
BCPC,33.14,99.94,0.2,26.7,3.39
BCRX,87.38,84.04,1.91,72.48,3.53
BCS,91.83,85.08,0.94,50.27,2.09
BCSF,98.26,57.26,0.8,31.52,3.38
BCTA,77.66,70.26,0.52,54.78,0.73
BCTF,99.69,85.61,1.18,66.78,0.98
BCTG,50.18,23.72,1.44,13.87,1.62
BCTX,93.49,70.58,1.37,19.72,1.65
BCYC,28.28,51.84,1.36,17.66,2.58
BCYP,53.54,38.97,1.68,77.38,3.94
BDC,57.01,52.58,0.14,63,1.66
BDIC,18.99,74.21,1.59,66.8,1.11
BDL,48.82,14.73,1.02,48.99,3.91
BDN,54.14,82.72,1.77,69.22,1.82
BDR,41.87,41.75,0.09,25.15,3.63
BDS,29.38,58.42,0.38,27.89,1.66
BDSI,79.77,61.06,0.3,11.48,2.9
BDSX,82.15,59,1.46,17.43,0.43
BDTX,61.65,66.2,1.62,31.06,1.37
BDX,65.09,48.95,1.27,47.97,3.93
BE,14.1,80.2,0.57,89.2,1.25
BEAM,24.39,77.93,0.94,86.75,2.52
BEBE,45.09,77.1,1.98,80.95,2.96
BECN,17.91,44.64,1.94,86.83,0.26
BEDU,33.01,31.24,0.11,79.98,0.84
BEEM,91.19,36.24,1.61,19.05,0.86
BEKE,97.11,94.31,1.91,42.15,3.67
BELFA,87.99,38.24,1.67,10.5,0.11
BELFB,47.27,20.02,0.7,14.56,1.68
BEN,80.98,18.2,0.2,37.64,3.42
BENE,16.25,87.72,1.5,37.55,1.81
BEP,86.57,11.13,0.94,47.99,2.8
BEPC,29.78,63.23,0.68,69.87,3.56
BERY,84.9,54.91,1.66,17.34,2.5
BEST,32.08,54.96,0.89,59.8,2.62
BF.A,63.19,30.66,0.45,43.55,1.42
BF.B,52.52,14.72,1.82,61.11,1.59
BFAM,51.2,23.44,1.75,52,2.27
BFC,99.26,47.2,1.66,31.4,2.08
BFI,16.06,70.74,1.86,10.32,3.66
BFIN,49.85,14.47,0.5,33.02,0.16
BFLY,43.84,63.74,1.86,79.54,1.75
BFRA,37.02,57.43,0.94,24.37,1.17
BFS,75.11,26.44,1.12,45,1.71
BFST,53.1,57.91,0.51,60.26,2.25
BG,94.6,63.99,1.22,39.97,3.13
BGCP,58.75,60.64,1.9,57.71,0.67
BGFV,64.17,73.27,1.92,72.03,1.02
BGI,89.81,35.34,1.82,38.65,1.65
BGMD,46.91,76.11,0.18,53.65,1.14
BGNE,81.96,16.44,1.15,76.76,1.45
BGS,26.24,35.77,0.07,73.1,0.22
BGSF,14.56,22.02,1.85,47.46,1.35
BGSX,70.19,99.96,1.63,30.38,2.41
BH,72.82,78.73,1.52,45.62,1.22
BH.A,82.47,87.68,0.9,30.69,0.62
BHAT,66.81,19.64,1.41,17.98,3.68
BHB,96.09,74.14,1.64,11.2,2.79
BHC,14,24.56,1.18,89.8,1.03
BHE,88.06,97.74,1.7,11.96,0.46
BHF,29.87,15.82,0.1,80.25,2.23
BHLB,31.78,19.65,0.01,13.29,2.91
BHMC,87.99,20.67,0.91,30.31,2.37
BHP,81.96,94.36,1.39,40.62,0.12
BHR,31.33,33.61,0.41,74.41,0.38
BHSE,87.17,20.36,1.51,32.94,1.78
BHTG,52.05,22.93,0.34,33.52,3.29
BHVN,41.94,47.64,1.84,80.23,0.17
BICX,73.07,86.76,1.6,24.21,3.99
BIDU,97.97,57.59,1.02,90.2,3.56
BIEI,23.41,70.57,1.34,56.4,2.85
BIG,75.1,66.44,0.47,20.15,1.56
BIGC,17.4,73.57,1.73,69.59,1.89
BIIB,99.5,90.6,0.3,72.36,3.57
BILI,65.08,86.07,0.44,27.1,2.83
BILL,82.85,80.94,0.14,24.66,0.36
BIMI,15.6,13.67,1.7,57.88,1.15
BIO,21.77,17.83,0.78,98.61,1.9
BIOC,59.97,87.47,0.61,47.09,2.44
BIOL,23.41,65.39,0.58,13.43,1.14
BIOT,17.3,78.58,1.02,43.14,3.46
BIOX,63.39,83.03,0.59,26.37,3.3
BIP,35.6,79.95,1.98,54.34,3.89
BIPC,89.51,72.89,0.9,44.06,2.08
BITE,46.16,64.36,1.22,78.01,3.71
BIVI,12.31,46.65,0.52,59.18,1.46
BJ,72.45,30.57,0.31,72.89,0.18
BJRI,31.89,94.95,0.88,95.98,2.24
BK,22.14,65.8,0.33,75.24,2.07
BKCC,70.9,56.75,0.7,72.85,1.28
BKD,34.6,74.01,1.96,77.92,0.78
BKE,97.27,93.84,0.24,29.55,2.23
BKEP,65.3,59.43,0.68,86.86,3
BKGM,91.39,85.9,0.37,29.08,3.14
BKH,86.23,23.04,0.61,10.92,1.34
BKI,64.67,90.22,1.01,51.6,0.67
BKNG,35.8,72.9,0.4,83.34,3.39
BKR,26.79,59,0.38,91.79,3.63
BKSC,29.99,16.57,0.82,38.19,3.39
BKTI,34.13,90.63,1.82,21.87,0.68
BKU,54.31,42.08,0.24,69.66,3.03
BKYI,55.62,91.57,1.78,84.92,3.19
BL,62.56,40.64,0.08,18.52,2.94
BLBD,36.23,50.76,1.14,69.63,2.8
BLCM,61.02,29.64,0.12,63.47,3.11
BLCT,60.45,61.15,0.24,35.02,3.65
BLD,47.97,35.44,0.33,46.8,1.99
BLDE,15.78,90.9,0.53,78.12,0.45
BLDP,81.51,45.95,0.81,76.45,1.7
BLDR,34.78,85.18,1.55,49.64,2.71
BLFS,83.6,12.17,1.4,34.97,1.93
BLI,83.56,26.32,1.71,45.25,1.89
BLIN,98.38,65.06,0.57,81.22,1.16
BLK,83.89,15.76,1.22,45.53,2.21
BLKB,84.32,64.85,0.38,34.01,0.09
BLL,63.3,85.29,0.62,56.03,1.74
BLMN,37.81,79.58,1.29,21.66,3.11
BLNG,59.32,11.98,0.31,44.61,1.98
BLNK,85.09,99.45,1.3,77.03,0.97
BLOZF,25.89,60.07,0.93,29.7,0.7
BLPH,67.89,20.39,1.59,44.64,0.46
BLRX,23.55,28.96,0.65,56.3,2.76
BLSA,30.21,55.46,0.95,39.33,3.45
BLTS,90.65,82.21,1.05,50.12,1.85
BLU,28.97,97.84,1.49,95.38,3.61
BLUA,62.04,43.38,1.11,33.28,0.59
BLUE,17.24,20.9,1.34,42.22,1.46
BLUW,78.53,22.52,0.29,80.61,0.47
BLX,76.05,51.37,0.94,80.61,2.5
BMA,59.32,34.02,0.27,80.29,3.75
BMBL,19.54,68.89,0.07,94.93,0.95
BMEA,16.18,93.48,1.87,38.42,1.81
BMI,34.09,65.89,0.46,25.46,1.79
BMO,78,22.47,0.24,10.36,2.66
BMRA,33.94,83.75,1.95,39.14,2.77
BMRC,37.28,96.11,1.17,43.65,2.69
BMRN,69.44,19.62,0.39,35.48,0.54
BMTC,83.03,42.12,1.79,96.65,2.77
BMTX,45.21,36.03,0.29,82.38,3.73
BMY,34.45,76.59,0.43,59.3,3.45
BNAUF,80.63,51.87,0.44,80.79,3.66
BNED,30.61,89.76,0.69,24.52,0.29
BNET,62.86,47.86,0.69,28.95,2.36
BNFT,60.53,93.5,1.13,98.85,3.58
BNGO,39.01,63.43,1.34,52.43,3.34
BNL,33.11,77.51,1.58,29.49,2.35
BNR,34.02,30.29,0.9,48.38,0.36
BNS,56.6,92.74,1.77,88.53,1.09
BNSO,45.89,10.01,1.84,27.55,0.53
BNTC,65.07,38,1.99,44.48,0.72
BNTX,70.38,92.96,1.99,70.77,3.5
BOAC,81.38,67.28,1.72,88.29,0.15
BOAS,48.13,82.4,0.18,31.59,2.15
BOCH,15.61,81.48,0.31,31.09,3.14
BOH,13.07,80.74,0.75,73.14,0.03
BOKF,13.51,28.52,0.86,68.07,3.1
BOLT,71.98,39.51,1.27,75.77,2.97
BOMH,31.98,78.27,0.21,52.43,2.32
BOMN,37.87,63.83,1.29,10.9,1.82
BON,88.4,12.76,0.92,36.28,0.36
BONXF,92.31,74.63,1.82,52.59,0.29
BOOM,35.77,43.08,0.84,74.74,1.9
BOOT,10.08,26.88,0.97,79.37,1.07
BORR,94.48,43.68,1.05,70.18,1.07
BOSC,28.44,40.47,0.49,81.16,0.83
BOTJ,60.82,22.46,1.38,60.62,0.7
BOWX,46.45,43.43,2,66.81,3.17
BOX,34.13,26.9,1.47,61.78,1.15
BOXL,89.71,31.14,0.03,10.52,0.4
BP,34.62,88.45,1.81,85.83,3.27
BPFH,71.33,91.95,0.21,32.33,0.76
BPMC,42.2,54.49,0.91,20.09,1.82
BPMP,68.72,72.2,0.08,94.29,1.36
BPOP,99.51,90.6,0.44,54.44,0.6
BPRN,54.03,29.52,1.43,71.84,1.7
BPT,17.06,43.23,0.78,34,2.11
BPTH,96.2,80.76,0.86,46.77,0.64
BPTS,13.65,59.72,0.18,80.7,2.76
BPY,66.58,48.79,0.84,33.87,2.11
BPYU,28.14,19,1.61,12.08,1.22
BQ,28.07,97.47,1,64.94,0.97
BR,59.84,27.25,0.19,38.94,2.04
BRBR,37.91,98.87,0.48,51.73,1.72
BRBS,27.49,58.17,0.86,56.82,1.37
BRC,55.81,36.14,0.92,41.63,1.87
BRD,70.85,38.14,0.82,51.31,3.48
BREZ,28.5,30.94,1.94,66.09,2.13
BRFS,27.25,57.74,0.06,43.62,3.89
BRG,99.85,67.59,1.43,53.95,0.51
BRID,41.18,60.16,1.32,27.36,2.45
BRIG,86.1,64.85,0.41,79.96,0.41
BRIM,29.87,31,1.52,86.95,1.51
BRIV,30.78,40.51,1.36,52.67,2.51
BRK.A,80.24,25.59,0.11,63.58,2.61
BRK.B,57.88,40.08,0.38,44.85,2.34
BRKL,62.52,68.59,0.75,45.97,1.81
BRKR,54.68,79.79,1.5,99.1,2.51
BRKS,18.74,80.7,1.11,19.69,1.58
BRLI,99.05,54.55,0.64,23.3,3.68
BRMK,71.77,37.23,0.35,67.21,3.39
BRN,58.75,58.14,1.27,56.66,2.55
BRO,25.76,29.86,0.96,38.63,3.15
BROG,78.75,78.64,1.75,18.55,3.7
BRP,48.78,61.13,0.24,96.98,0.32
BRPA,87.81,15.29,0.34,12.8,0.24
BRPM,45.61,76.69,0.22,46.79,3.07
BRQS,87.37,26.29,1.13,57.18,3.21
BRT,61.78,11,1.04,96.01,2.37
BRX,38.96,47.25,1.37,49.12,3.91
BRY,27.98,77.4,0.63,11.82,3.55
BRYT,99.15,45.65,0.91,51.55,0.4
BSAC,43.42,93.82,1.83,88.87,1.72
BSBK,12.6,18.74,1.65,59.36,2.96
BSBR,19.91,60.25,1,60.12,0.9
BSET,40.11,24.98,1.87,84.86,3.4
BSFC,56.3,66.28,0.53,91.04,1.27
BSGA,57.17,21.63,1.18,26.96,3.07
BSGM,21.87,65.78,0.59,30.53,2.13
BSIG,48.26,28.03,1.14,86.23,0.27
BSKY,72.54,50.22,1.31,97.68,2.21
BSM,31.67,97.45,0.49,23.02,3.08
BSMX,50.64,89.36,0.62,37.21,0.54
BSN,16.36,82.62,1.33,93.47,2.23
BSPE,56.96,58.83,1.14,15.94,0.14
BSQR,21.08,72.26,0.54,25.64,1.32
BSRR,39.35,36.74,1.66,95.39,1.83
BSTG,19.89,88.65,0.96,19.76,2.09
BSVN,56.87,71.49,1.9,39.08,1.92
BSX,14.62,67.83,0.97,50.87,0.21
BSY,21.96,40.1,1.75,32.04,0.1
BTAI,76.6,84.48,1.38,28.69,2.77
BTAQ,43.16,55.95,0.96,48.85,1.1
BTBT,91.26,76.94,1.75,87.55,2.18
BTCM,66.59,99.61,1.86,81.87,3.33
BTCY,60.48,62.49,0.87,25.82,2.42
BTFL,77.72,48.21,1.57,96.72,2.68
BTG,54.1,40.68,0.09,76.72,1.47
BTHE,53.39,93.07,1.03,83.55,1.89
BTI,97.82,78.69,1.41,69.25,1.8
BTN,31.49,79.44,1.24,22.86,2.52
BTNB,21.93,89.37,0.65,36.08,0.28
BTNC,66.44,74.54,1.08,86.35,1.39
BTRS,37.84,28.02,1.28,26.01,0.54
BTU,61.01,46.34,0.95,12.94,0.35
BTVC,26.4,69.51,1.49,67.48,3.89
BTWN,67.73,18.95,1.37,34.28,3.25
BTX,77.17,95.8,1.24,16.97,0.7
BTZI,31.11,34.1,0.75,29.26,1.87
BUD,38.65,69.51,1.55,15.16,2.37
BUR,66.78,77.34,1.19,16.62,3.88
BURL,86.64,37.09,0.42,10.72,3.95
BUSE,73.22,79.95,0.55,44.96,3.74
BV,49.3,90.57,0.52,81.11,3.81
BVH,12.16,93.38,0.99,15.51,0.44
BVN,21.57,44.99,1.69,96.71,0.76
BVS,51.29,52.76,0.03,78.75,1.61
BVXV,65.03,41.86,0.43,74.92,2.15
BW,58.35,18.29,0.56,11.8,1.99
BWA,15.59,92.05,0.33,67.17,0.66
BWAC,24.03,74.45,0.83,27.59,3.41
BWAY,37.3,50.28,0.49,71.23,1.74
BWB,76.84,91.65,0.33,41.77,2.55
BWEN,94.3,26.61,1.84,82.77,0.87
BWFG,43.51,62.23,1.3,77.34,2.92
BWL.A,69.36,16.99,0.04,54.76,3.78
BWMN,80,76.05,1.34,67.79,0.42
BWMX,54.93,96.58,0.16,50.37,0.44
BWXT,78.63,81.07,1.84,94.57,2.13
BX,82.23,61.46,1.45,53.83,3.59
BXC,47.71,11.75,1.92,27.95,0.18
BXMT,32.5,94.91,0.43,93.13,0.38
BXP,39.27,58.59,1.23,90.2,2.64
BXRX,53.94,64.94,0.78,58.05,2.56
BXS,21.54,32.69,1.44,15.26,0.71
BY,21.82,84.56,0.96,76.58,2.7
BYD,63.39,22.69,0.44,62.22,3.57
BYFC,52.32,88.34,1.5,80.64,0.67
BYND,44.79,89.3,0.67,23.3,3.28
BYNO,38.52,74.11,1.82,56.03,2.1
BYRN,32.35,71.1,1.86,32.15,3.43
BYSI,52.3,50.83,0.48,18.36,0.25
BYTS,67.56,75.23,1.12,52.43,2.57
BZH,45.09,12.16,0.46,90.57,3.75
BZUN,65.01,69.21,1,24.47,3.47
C,48.57,41.47,0.93,26.52,1.92
CAAP,60.52,52.97,1.83,59.19,0.77
CAAS,91.59,35.07,1.11,81.88,3.29
CABA,28.2,33.41,1.87,28.71,3.17
CABO,43.73,78.89,0.19,69.75,2.52
CAC,92.7,88.71,1.68,40.37,0.43
CACC,34.24,55.37,0.59,49.78,2.27
CACI,70.53,46.5,1.96,24.2,0.62
CADE,75.58,56.79,0.05,72.54,2.92
CADNF,46.8,32.36,1.67,23.78,3.71
CAE,25.87,15.44,0.95,63.52,1.22
CAG,98.07,79.08,1.11,46.23,2.22
CAH,78.53,87.8,0.95,44.12,0.42
CAHC,67.87,84.68,0.05,29.3,3.8
CAI,27.1,52.63,0.06,61.07,0.01
CAIN,33.57,65.08,1.55,33.85,3.57
CAJ,63.12,46.66,0.07,34.4,3.47
CAKE,99.18,38.11,0.1,48.99,3.4
CAL,57.49,56.89,0.4,68.65,0.51
CALA,88.09,70.87,0.56,67.51,2.65
CALB,58.02,83.51,0.3,25.05,2.95
CALM,43.45,25.69,0.1,57.52,3.13
CALQ,11.23,16.06,0.91,56.45,2.2
CALT,55.46,37.04,1.91,37.83,0.63
CALX,66.04,67.91,0.81,47.19,3.65
CAMP,26.02,14.22,1.29,42.58,2.25
CAMT,37.25,94.61,1.72,52.33,0.71
CAN,81.46,30.46,0.35,61.74,2.45
CANB,73.32,32.58,1,75.45,3.98
CANF,89.19,89.62,1.57,29.94,3.67
CANG,46.12,97.9,1.02,16.34,1.35
CAOVY,28.29,89.45,0.14,70.95,3.58
CAP,49.14,57.26,1.72,99.07,3
CAPA,84.55,27.05,1.88,39.85,2.49
CAPL,83.99,50.44,1.03,16.27,2.41
CAPR,52.89,97.76,1.89,58.95,0.68
CAR,82.93,71.88,1.21,72.81,1.87
CARA,53.5,19.34,0.99,85.12,3.56
CARE,99.22,88.76,1.91,55.89,2.68
CARG,17.24,54.85,0.19,49.04,2.52
CARH,21.55,52.78,0.41,90.94,2.44
CARR,54.81,98.3,0.41,64.58,0.02
CARS,18.77,34.37,1.43,53.02,0.24
CARV,86.95,90.58,1.37,42.43,2.85
CAS,49.39,50.58,0.61,64.78,1.64
CASA,84.02,76.5,0.05,14,3.47
CASH,17.43,23.68,1.87,77.23,0.78
CASI,72.63,96.78,1.78,34.32,1.27
CASS,58.71,59.82,1.35,29.96,1.98
CASY,36.37,53.73,1.39,32.41,2.23
CAT,80.05,40.21,0.07,12.93,3.05
CATB,73.9,58.91,1.45,28.92,3.9
CATC,60.8,96.31,0.14,28.85,2.55
CATL,88.46,60.75,0.27,57.7,1.68
CATM,87.84,24.56,0.44,97.83,2.13
CATO,64.03,66.06,1.7,24.05,0.37
CATY,14.84,72.52,0.86,33.87,3.57
CAVU,17.8,89.56,0.3,48.76,2.53
CB,43.4,46.25,1.65,99.9,2.3
CBAH,55.49,59.85,0.62,83.76,1.65
CBAN,52.92,77.04,0.2,71.49,2.69
CBAT,39.14,21.26,1.53,36.01,2.15
CBAY,22.41,32.63,0.97,10.81,0.52
CBB,93.52,97.68,1.98,23.09,0.67
CBD,22.04,86.42,0.72,26.63,0.66
CBDS,44.36,98.52,1.14,29.92,3.15
CBFV,42.42,87.22,0.79,32.09,2.26
CBIO,75.38,85.66,1.75,39.62,1.25
CBKCQ,48.78,55.91,1.74,36.67,1.81
CBLAQ,15.4,55.12,1.32,62.71,2.07
CBLI,97.89,64.62,1.47,33.78,1.61
CBMB,79.12,89.73,0.18,51.77,2.71
CBNK,88.74,99.05,0.91,90.13,3.06
CBOE,97.54,87.93,0.04,52.19,3.72
CBPO,21.32,62.52,1.97,79.21,3.02
CBRE,98.05,38.4,1.93,28.58,2.16
CBRG,13.6,15.25,1.43,61.48,3.36
CBRL,10.83,43.71,0.93,25.41,2.67
CBSH,98.36,32.9,1.01,65.81,3.63
CBT,43.82,69.34,0.5,70.33,3.72
CBTX,57.77,59.44,1.74,11.97,1.8
CBU,60.42,19.9,1.77,77.74,0.59
CBWTF,81.88,38.05,0.48,22.49,2.66
CBZ,80.72,94.67,1.04,57.78,2.95
CC,21.82,20.79,1.1,41.39,0.55
CCAC,52.38,54.38,1.18,41.01,2.11
CCAP,42.47,46.24,1.22,68.44,3.69
CCB,59.53,11.11,1.31,84.23,2.94
CCBC,33.71,14.18,1.24,12.67,0.05
CCBG,56.42,25.21,0.14,95.16,1.02
CCCC,96.46,65.68,1.31,12.57,2.55
CCEL,76.79,66.07,0.65,24.23,0.25
CCEP,84.21,75.21,1.78,77.4,2.15
CCF,39.1,15.7,1.39,99.02,2.48
CCI,14.05,69.17,1.18,70.16,4
CCIV,33.24,20,0.12,25.68,0.99
CCJ,76.02,53.2,0.73,78.97,1.25
CCK,34.63,97.19,0.96,36.52,3.61
CCL,40.26,76.67,1.46,40.08,1.39
CCLP,31.98,13.95,1.11,61.17,0.32
CCM,30.51,52.16,0.23,70.45,3.03
CCMP,60.29,40.43,0.82,68.67,1.32
CCNC,25.02,67.53,0.28,96.09,3.6
CCNE,79.82,39.27,0.48,51.76,2.83
CCO,19.79,28.2,1.69,16.13,1.47
CCOI,61.38,86.93,1.19,92.5,2.53
CCRC,26.78,48.42,0.96,22.66,1.82
CCRN,72.74,63.52,0.43,54.9,0.44
CCS,89.71,72.38,0.51,47.99,2.45
CCU,71.46,40.36,1.34,63.87,0.92
CCUR,14.63,12.63,0.86,91.82,3.05
CCV,16.74,74.36,0.58,54.15,3.23
CCVI,61.19,94.13,0.59,77.39,1.55
CCX,69.43,44.54,0.05,46.53,0.41
CCXI,77.11,32.72,1.58,15.39,2.33
CD,13.63,77.73,0.91,62.1,3.09
CDAK,95.12,28.35,0.34,71.94,0.46
CDAY,13.12,41.87,1.29,39.58,3.82
CDE,43.55,11.95,1.88,86.57,2.33
CDEV,57.99,90.47,1.45,59.28,3.36
CDK,88.71,86.46,1.72,70.63,3.87
CDLX,72.32,35.41,1.81,75.89,2.64
CDMO,92.81,69.14,1.76,99.33,1.36
CDNA,77.31,48.07,1.1,44.59,2.31
CDNS,41.93,27.66,0.82,38.07,1.82
CDOR,60.9,53.39,0.51,33.49,2.58
CDR,68.39,78,1.56,57.36,1.49
CDTG,76.86,44.56,0.74,28.52,3.47
CDTI,71.29,29.61,1.86,83.25,2.53
CDTX,83.16,13.12,0.48,12.61,0.54
CDW,61.53,74.93,0.37,56.32,2.47
CDXC,87.4,96.42,0.7,60.83,3.29
CDXI,90.56,44.6,1.75,61.21,0.12
CDXS,88.78,35.23,1.3,75.96,1.83
CDZI,46.76,56.78,0.88,58.44,0.05
CE,28.85,72.51,1.57,12.54,2.47
CEA,40.2,67.93,0.46,86.94,3.2
CEAS,32.5,43.68,0.75,94.49,2.38
CECE,79.69,37.67,0.83,22.01,2.58
CEI,41.92,31.59,1.31,96.22,2.74
CEIX,62.2,28.98,1.22,24.1,3.5
CELC,10,70.3,0.02,52.87,3.22
